interaction_types;drug_name
inhibitor;PARA-METHOXYAMPHETAMINE
agonist;PARATHYROID HORMONE
agonist;PARDOPRUNOX
partial agonist;PARDOPRUNOX
inhibitor;PARECOXIB
inhibitor;PARGYLINE
inhibitor;PARGYLINE HYDROCHLORIDE
agonist;PARICALCITOL
agonist;PAROXETINE
antagonist;PAROXETINE
binder;PAROXETINE
inhibitor;PAROXETINE
inhibitor;PAROXETINE HYDROCHLORIDE
inhibitor;PAROXETINE MESYLATE
inhibitor;PARSACLISIB
antibody;PARSATUZUMAB
inhibitor;PARSATUZUMAB
inhibitor;PASCOLIZUMAB
agonist;PASIREOTIDE
inhibitor;PASIREOTIDE
agonist;PASIREOTIDE DIASPARTATE
agonist;PASIREOTIDE PAMOATE
inhibitor;PATECLIZUMAB
antagonist;PATIDEGIB
inhibitor;PATIDEGIB
binder;PATIROMER
suppressor;PATISIRAN
inhibitor;PATRITUMAB
antagonist;PAVINETANT
agonist;PAXILLINE
inhibitor;PAZOPANIB
inhibitor;PAZOPANIB HYDROCHLORIDE
antagonist;PBF-509
antagonist;PBF-680
antagonist;PBF-999
inhibitor;PBF-999
inhibitor;PD-0166285
inhibitor;PD-0325901
antagonist;PD-156707
agonist;PEFCALCITOL
inhibitor;PEFICITINIB
inhibitor;PEFLOXACIN
binder;PEGADEMASE
modulator;PEGADEMASE
antagonist;PEGAPTANIB SODIUM
inhibitor;PEGCANTRATINIB
inhibitor;PEGDINETANIB
agonist;PEGFILGRASTIM
agonist;PEGINESATIDE
stimulator;PEGINESATIDE
agonist;PEGINESATIDE ACETATE
agonist;PEGINTERFERON ALFA-2A
agonist;PEGINTERFERON ALFA-2B
agonist;PEGINTERFERON BETA-1A
agonist;PEGINTERFERON LAMBDA-1A
modulator;PEGLOTICASE
inhibitor;PEGNIVACOGIN
inhibitor;PEGPLERANIB SODIUM
inhibitor;PEGSUNERCEPT
antagonist;PEGVISOMANT
inhibitor;PELAREOREP
inhibitor;PELITINIB
antagonist,antibody;PEMBROLIZUMAB
antibody;PEMBROLIZUMAB
inhibitor;PEMBROLIZUMAB
inhibitor;PEMETREXED
activator;PEMIGATINIB
inhibitor;PEMIGATINIB
antagonist;PENBUTOLOL
antagonist,partial agonist;PENBUTOLOL
antagonist;PENBUTOLOL SULFATE
modulator;PENICILLAMINE
agonist;PENTAERYTHRITOL TETRANITRATE
antagonist;PENTAERYTHRITOL TETRANITRATE
agonist;PENTAGASTRIN
negative modulator;PENTAMIDINE
agonist;PENTAZOCINE
antagonist;PENTAZOCINE
modulator;PENTAZOCINE LACTATE
modulator;PENTETIC ACID
activator;PENTOBARBITAL
antagonist;PENTOBARBITAL
positive modulator;PENTOBARBITAL
potentiator;PENTOBARBITAL
positive modulator;PENTOBARBITAL SODIUM
antagonist;PENTOLINIUM
antagonist;PENTOLINIUM TARTRATE
inhibitor;PENTOSTATIN
antagonist;PENTOXIFYLLINE
inhibitor;PENTOXIFYLLINE
antibody;PEPINEMAB
antagonist;PERAMPANEL
agonist;PERGOLIDE
agonist;PERGOLIDE MESYLATE
inhibitor;PERHEXILINE
antagonist;PERICIAZINE
inhibitor;PERIFOSINE
inhibitor;PERINDOPRIL
inhibitor;PERINDOPRIL ARGININE
inhibitor;PERINDOPRIL ERBUMINE
inhibitor;PERINDOPRILAT
inhibitor;PERMETHRIN
antagonist;PEROSPIRONE
inverse agonist;PEROSPIRONE
partial agonist;PEROSPIRONE
antagonist;PERPHENAZINE
inhibitor;PERPHENAZINE
antibody;PERTUZUMAB
inhibitor;PERTUZUMAB
inhibitor;PETESICATIB
inhibitor;PEVONEDISTAT
antagonist;PEXACERFONT
inhibitor;PEXELIZUMAB
inhibitor;PEXIDARTINIB
inhibitor;PEXMETINIB
inhibitor;PF-00337210
agonist;PF-00446687
inhibitor;PF-00477736
inhibitor;PF-00489791
inhibitor;PF-00562271
inhibitor;PF-03463275
antagonist;PF-03654746
antagonist;PF-03654764
inhibitor;PF-03715455
inhibitor;PF-03758309
inhibitor;PF-03814735
antagonist;PF-03882845
antagonist;PF-03893787
inhibitor;PF-04217903
inhibitor;PF-04236921
antagonist;PF-04418948
inhibitor;PF-04457845
blocker;PF-04531083
antibody;PF-04605412
inhibitor;PF-04620110
antagonist;PF-04634817
inhibitor;PF-04691502
positive modulator;PF-04958242
agonist;PF-04995274
antagonist;PF-05019702
blocker;PF-05089771
blocker;PF-05105679
antagonist;PF-05212377
inhibitor;PF-06282999
antagonist;PF-06291874
agonist;PF-06372865
allosteric modulator;PF-06372865
inhibitor;PF-06650833
inhibitor;PF-06751979
inhibitor;PF-06821497
inhibitor;PF-06840003
inhibitor;PF-114
inhibitor;PF-4191834
antagonist;PF-5190457
inhibitor;PG-102
inhibitor;PG-760564
inhibitor;PH-797804
agonist;PHA-543613
inhibitor;PHA-665752
inhibitor;PHA-793887
antagonist;PHE377
blocker;PHENACEMIDE
inhibitor;PHENACEMIDE
blocker;PHENAMIL
inhibitor;PHENAZOPYRIDINE
blocker;PHENAZOPYRIDINE HYDROCHLORIDE
antagonist;PHENCYCLIDINE
blocker;PHENCYCLIDINE
agonist;PHENDIMETRAZINE
negative modulator;PHENDIMETRAZINE
inhibitor;PHENDIMETRAZINE TARTRATE
antagonist;PHENELZINE
inhibitor;PHENELZINE
inhibitor;PHENELZINE SULFATE
activator;PHENFORMIN
inhibitor;PHENFORMIN
antagonist;PHENINDAMINE
inhibitor;PHENINDIONE
inverse agonist;PHENIRAMINE
antagonist;PHENIRAMINE MALEATE
inhibitor;PHENMETRAZINE
inhibitor;PHENMETRAZINE HYDROCHLORIDE
activator;PHENOBARBITAL
agonist;PHENOBARBITAL
antagonist;PHENOBARBITAL
potentiator;PHENOBARBITAL
agonist;PHENOLPHTHALEIN
antagonist;PHENOXYBENZAMINE
inhibitor;PHENOXYBENZAMINE
antagonist;PHENOXYBENZAMINE HYDROCHLORIDE
inhibitor;PHENPROCOUMON
inhibitor;PHENSERINE
blocker;PHENSUXIMIDE
antagonist;PHENTERMINE
inhibitor;PHENTERMINE
antagonist;PHENTOLAMINE
antagonist;PHENTOLAMINE MESYLATE
antagonist;PHENYL SALICYLATE
agonist;PHENYLALANINE
binder;PHENYLALANINE
inhibitor;PHENYLBUTAZONE
agonist;PHENYLEPHRINE
agonist;PHENYLEPHRINE BITARTRATE
agonist;PHENYLEPHRINE HYDROCHLORIDE
agonist;PHENYLPROPANOLAMINE
partial agonist;PHENYLPROPANOLAMINE
agonist;PHENYLPROPANOLAMINE HYDROCHLORIDE
agonist;PHENYLPROPANOLAMINE POLISTIREX
blocker;PHENYTOIN
inhibitor;PHENYTOIN
blocker;PHENYTOIN SODIUM
blocker;PHLORETIN
inhibitor;PHLORETIN
inhibitor;PHLORIZIN
antagonist;PHOLCODINE
agonist;PHOSPHATIDYL SERINE
substrate;PHOSPHATIDYLETHANOLAMINE
inhibitor;PHOSPHORAMIDON
agonist;PHYSALAEMIN
inhibitor;PHYSOSTIGMINE
agonist;PHYTONADIONE
inducer;PHYTONADIONE
inhibitor;PI-103
antagonist;PIBOSEROD
agonist;PICLIDENOSON
agonist;PICLOZOTAN
blocker;PICROTIN
antagonist;PICROTOXIN
blocker;PICROTOXIN
blocker;PICROTOXININ
inhibitor;PICTILISIB
antibody;PIDILIZUMAB
inhibitor;PILARALISIB
agonist;PILOCARPINE
partial agonist;PILOCARPINE
agonist;PILOCARPINE HYDROCHLORIDE
inhibitor;PIMAGEDINE
inhibitor;PIMASERTIB
inhibitor;PIMASERTIB HYDROCHLORIDE
antagonist;PIMAVANSERIN
inverse agonist;PIMAVANSERIN
inverse agonist;PIMAVANSERIN TARTRATE
inhibitor;PIMECROLIMUS
potentiator;PIMECROLIMUS
antagonist;PIMOZIDE
blocker;PIMOZIDE
inhibitor;PIMOZIDE
antagonist,inhibitor;PINAVERIUM
ligand;PINAZEPAM
positive modulator;PINAZEPAM
agonist;PINDOLOL
agonist,antagonist;PINDOLOL
antagonist;PINDOLOL
partial agonist;PINDOLOL
inhibitor;PINOMETOSTAT
agonist;PIOGLITAZONE
blocker;PIOGLITAZONE
inhibitor;PIOGLITAZONE
agonist;PIOGLITAZONE HYDROCHLORIDE
agonist;PIPAMPERONE
antagonist;PIPAMPERONE
antagonist;PIPECURONIUM
antagonist;PIPECURONIUM BROMIDE
agonist;PIPERAZINE
activator;PIPERINE
modulator;PIPOBROMAN
antagonist;PIPOTIAZINE
agonist;PIPRADROL
allosteric modulator;PIRACETAM
agonist;PIRBUTEROL
agonist;PIRBUTEROL ACETATE
antagonist;PIRENPERONE
antagonist;PIRENZEPINE
inhibitor;PIRETANIDE
agonist;PIRIBEDIL
antagonist;PIRIBEDIL
antagonist;PIRLINDOLE
inhibitor;PIRLINDOLE
inhibitor;PIROXICAM
inhibitor;PITAVASTATIN
inhibitor;PITAVASTATIN CALCIUM
antagonist;PITOLISANT
antagonist,inverse agonist;PITOLISANT
blocker;PITOLISANT
inverse agonist;PITOLISANT
antagonist;PIZOTYLINE
inhibitor;PKI-166
inhibitor;PKI-179
inhibitor;PL-225B
agonist;PL-3994
inhibitor;PLACULUMAB
agonist;PLECANATIDE
agonist;PLERIXAFOR
antagonist;PLERIXAFOR
partial agonist;PLERIXAFOR
antagonist;PLICAMYCIN
inhibitor;PLICAMYCIN
inhibitor;PLINABULIN
modulator;PLOVAMER ACETATE
antagonist;PLOZALIZUMAB
antibody;PLOZALIZUMAB
inhibitor;PLUMBAGIN
inhibitor;PLX-4720
inhibitor;PLX-5622
inhibitor;PLX-7486
inhibitor;PLX8394
inhibitor;PLX-8394
agonist;PNU-282987
antagonist;POBILUKAST
inhibitor;PODOFILOX
antagonist;POL6326
agonist;POLAPREZINC
inhibitor;POLAPREZINC
inhibitor;POLMACOXIB
agonist;POLYESTRADIOL PHOSPHATE
activator;POLYGODIAL
inhibitor;POLYTHIAZIDE
agonist;POMAGLUMETAD METHIONIL
inhibitor;POMALIDOMIDE
inhibitor;PONATINIB
inhibitor;PONATINIB HYDROCHLORIDE
agonist;PONESIMOD
inhibitor;POSELTINIB
modulator;POTASSIUM
agonist;POTASSIUM NITRATE
inhibitor;POTASSIUM PERCHLORATE
partial agonist;POZANICLINE
inhibitor;POZIOTINIB
inhibitor;PRACINOSTAT
antagonist;PRACTOLOL
inhibitor;PRADIGASTAT
inhibitor;PRALATREXATE
activator;PRALIDOXIME
inhibitor;PRALIDOXIME
activator;PRALIDOXIME CHLORIDE
inhibitor;PRALNACASAN
inhibitor;PRALSETINIB
agonist;PRAMIPEXOLE
agonist;PRAMIPEXOLE DIHYDROCHLORIDE
agonist;PRAMLINTIDE
agonist;PRAMLINTIDE ACETATE
blocker;PRAMOXINE
antagonist;PRANLUKAST
activator;PRASTERONE
agonist;PRASTERONE
antagonist;PRASTERONE
binder;PRASTERONE
antagonist;PRASUGREL
antagonist;PRASUGREL HYDROCHLORIDE
antagonist;PRATOSARTAN
inhibitor;PRATOSARTAN
inhibitor;PRAVASTATIN
inhibitor;PRAVASTATIN SODIUM
ligand;PRAZEPAM
positive modulator;PRAZEPAM
antagonist;PRAZOSIN
binder;PRAZOSIN
inhibitor;PRAZOSIN
antagonist;PRAZOSIN HYDROCHLORIDE
agonist;PREDNICARBATE
agonist;PREDNISOLONE
agonist;PREDNISOLONE ACETATE
agonist;PREDNISOLONE SODIUM PHOSPHATE
agonist;PREDNISOLONE TEBUTATE
agonist;PREDNISONE
modulator;PREGABALIN
antagonist;PRELADENANT
agonist;PRENALTEROL
inhibitor;PRENYLAMINE
inhibitor;PREXASERTIB
modulator;PRIDOPIDINE
negative modulator;PRILIXIMAB
blocker;PRILOCAINE
inhibitor;PRILOCAINE
blocker;PRILOCAINE HYDROCHLORIDE
inhibitor;PRIMAQUINE
antagonist;PRIMIDONE
blocker;PRIMIDONE
positive modulator;PRIMIDONE
potentiator;PRIMIDONE
agonist;PRINABEREL
inhibitor;PRINOMASTAT
vaccine;PRINOMASTAT
antagonist;PROBENECID
inhibitor;PROBENECID
inhibitor;PROBUCOL
inhibitor;PROCAINAMIDE
blocker;PROCAINAMIDE HYDROCHLORIDE
antagonist;PROCAINE
blocker;PROCAINE
inhibitor;PROCAINE
blocker;PROCAINE HYDROCHLORIDE
inhibitor;PROCARBAZINE
modulator;PROCARBAZINE
agonist;PROCATEROL
antagonist;PROCHLORPERAZINE
antagonist;PROCHLORPERAZINE EDISYLATE
antagonist;PROCHLORPERAZINE MALEATE
antagonist;PROCYCLIDINE
antagonist;PROCYCLIDINE HYDROCHLORIDE
negative modulator;PROFLAVINE
agonist;PROGABIDE
activator;PROGESTERONE
agonist;PROGESTERONE
agonist,antagonist;PROGESTERONE
agonist,potentiator;PROGESTERONE
antagonist;PROGESTERONE
binder;PROGESTERONE
blocker;PROGESTERONE
inhibitor,substrate;PROGESTERONE
negative modulator,agonist;PROGESTERONE
negative modulator,agonist,inhibitor;PROGESTERONE
partial agonist;PROGESTERONE
potentiator,activator;PROGESTERONE
potentiator,binder;PROGESTERONE
binder;PROLINE
antagonist;PROMAZINE
antagonist;PROMAZINE HYDROCHLORIDE
agonist;PROMEGESTONE
antagonist;PROMETHAZINE
inhibitor;PROMETHAZINE
antagonist;PROMETHAZINE HYDROCHLORIDE
antagonist;PROPACETAMOL
antagonist;PROPAFENONE
blocker;PROPAFENONE
inhibitor;PROPAFENONE
antagonist;PROPAFENONE HYDROCHLORIDE
blocker;PROPAFENONE HYDROCHLORIDE
antagonist;PROPANTHELINE
antagonist;PROPANTHELINE BROMIDE
inhibitor;PROPARACAINE
blocker;PROPARACAINE HYDROCHLORIDE
adduct;PROPIOLACTONE
antagonist;PROPIOMAZINE
antagonist;PROPIOMAZINE HYDROCHLORIDE
antagonist;PROPIVERINE
inhibitor;PROPOFOL
positive modulator;PROPOFOL
potentiator;PROPOFOL
blocker;PROPOXYCAINE
blocker;PROPOXYCAINE HYDROCHLORIDE
agonist;PROPOXYPHENE
antagonist;PROPOXYPHENE
agonist;PROPOXYPHENE HYDROCHLORIDE
antagonist;PROPRANOLOL
antagonist;PROPRANOLOL HYDROCHLORIDE
agonist;PROPYLHEXEDRINE
agonist;PROPYLPYRAZOLETRIOL
inhibitor;PROPYLTHIOURACIL
agonist;PROTIRELIN
ligand;PROTIRELIN
agonist;PROTOKYLOL
agonist;PROTOKYLOL HYDROCHLORIDE
inhibitor;PROTRIPTYLINE
inhibitor;PROTRIPTYLINE HYDROCHLORIDE
agonist,antagonist;PROXYFAN
agonist;PRS-211375
inhibitor;PRT-2607
agonist;PRUCALOPRIDE
inhibitor;PRUNETIN
antagonist;PRUVANSERIN
antagonist;PRX-08066
inhibitor;PS-516895
agonist;PSEUDOEPHEDRINE
agonist,partial agonist;PSEUDOEPHEDRINE
inhibitor;PSEUDOEPHEDRINE
partial agonist;PSEUDOEPHEDRINE
inhibitor;PUQUITINIB
agonist;PURMORPHAMINE
inhibitor;PURVALANOL B
blocker;PUTRESCINE
inhibitor;PWT-33579
inhibitor;PWT-33587
agonist;PX-102
inhibitor;PX-478
agonist,antagonist;PYRANTEL
antagonist;PYRIDOSTIGMINE
antagonist,inhibitor;PYRIDOSTIGMINE
inhibitor;PYRIDOSTIGMINE
inhibitor;PYRIDOSTIGMINE BROMIDE
activator;PYRIDOXAL PHOSPHATE
binder;PYRIDOXAL PHOSPHATE
cofactor;PYRIDOXAL PHOSPHATE
inhibitor;PYRIDOXAL PHOSPHATE
ligand;PYRIDOXINE
antagonist;PYRILAMINE
antagonist;PYRILAMINE MALEATE
inhibitor;PYRIMETHAMINE
inhibitor;PYROTINIB
inhibitor;PYRUVATE
agonist;PZM21
antagonist;QAF805
antagonist;QAV680
inhibitor;QAX-576
activator;QBW251
antagonist;QUADAZOCINE
ligand;QUAZEPAM
positive modulator;QUAZEPAM
activator;QUERCETIN
inhibitor;QUERCETIN
agonist;QUETIAPINE
agonist,antagonist;QUETIAPINE
antagonist;QUETIAPINE
antagonist,partial agonist;QUETIAPINE
inhibitor;QUETIAPINE
ligand;QUETIAPINE
antagonist;QUETIAPINE FUMARATE
antibody;QUILIZUMAB
inhibitor;QUILIZUMAB
inhibitor;QUINACRINE
negative modulator;QUINACRINE
agonist;QUINAGOLIDE
inhibitor;QUINAPRIL
inhibitor;QUINAPRIL HYDROCHLORIDE
inhibitor;QUINAPRILAT
agonist;QUINELORANE
agonist;QUINESTROL
agonist,modulator;QUINESTROL
inhibitor;QUINETHAZONE
antagonist;QUINIDINE
blocker;QUINIDINE
inhibitor;QUINIDINE
blocker;QUINIDINE GLUCONATE
blocker;QUINIDINE POLYGALACTURONATE
blocker;QUINIDINE SULFATE
blocker;QUININE
inhibitor;QUININE
agonist;QUINPIROLE
agonist;QUIPAZINE
inhibitor;QUISINOSTAT
inhibitor;QUISQUALATE
inhibitor;QUIZARTINIB
inhibitor;R-112
inhibitor;R-1487
inhibitor;R-333
inhibitor;R-343
inhibitor;R-348
inhibitor;R-406
inhibitor;R428
inhibitor;RABEPRAZOLE
inhibitor;RABEPRAZOLE SODIUM
inhibitor;RABUSERTIB
agonist;RACEPINEPHRINE
antagonist;RACEPINEPHRINE
antagonist;RACLOPRIDE
agonist;RACTOPAMINE
antagonist;RADIPRODIL
antagonist;RADOTINIB
inhibitor;RAF-265
agonist;RAFABEGRON
agonist;RAGAGLITAZAR
antagonist;RALFINAMIDE
blocker;RALFINAMIDE
inhibitor;RALFINAMIDE
inhibitor;RALIMETINIB
agonist;RALINEPAG
agonist;RALOXIFENE
agonist,antagonist;RALOXIFENE
antagonist;RALOXIFENE
modulator;RALOXIFENE HYDROCHLORIDE
antagonist;RALTITREXED
inhibitor;RALTITREXED
antagonist;RAMATROBAN
agonist;RAMELTEON
multitarget;RAMELTEON
inhibitor;RAMIPRIL
inhibitor;RAMIPRILAT
antagonist;RAMOSETRON
antagonist;RAMUCIRUMAB
antibody;RAMUCIRUMAB
inhibitor;RAMUCIRUMAB
inhibitor;RANIBIZUMAB
antagonist;RANITIDINE
inhibitor;RANITIDINE
antagonist;RANITIDINE BISMUTH CITRATE
antagonist;RANITIDINE HYDROCHLORIDE
antagonist;RANOLAZINE
blocker;RANOLAZINE
inhibitor;RANOLAZINE
antagonist;RAPACURONIUM
antagonist;RAPACURONIUM BROMIDE
partial agonist;RAPASTINEL
activator;RASAGILINE
inhibitor;RASAGILINE
inhibitor;RASAGILINE MESYLATE
modulator;RASBURICASE
modulator;RASEGLURANT
antagonist;RAUWOLFIA SERPENTINA
antagonist;RAUWOLSCINE
agonist;RAVIDASVIR
inhibitor;RAVOXERTINIB
inhibitor;RAVULIZUMAB
inhibitor;REBASTINIB
inhibitor;REBOXETINE
inhibitor;RECILISIB
allosteric modulator;REFAMETINIB
inhibitor;REFAMETINIB
agonist;REGADENOSON
agonist;REGLITAZAR
inhibitor;REGORAFENIB
agonist;REGRAMOSTIM
antagonist;REGRELOR
antagonist;REGRELOR DISODIUM
inhibitor;RELACATIB
antibody;RELATLIMAB
agonist;RELAXIN
antagonist;RELCOVAPTAN
agonist;RELENOPRIDE
antagonist;RELUGOLIX
agonist;REMIFENTANIL
agonist;REMIFENTANIL HYDROCHLORIDE
inhibitor;REMIKIREN
agonist;REMINERTANT
antagonist;REMINERTANT
inhibitor;REMOGLIFLOZIN
inhibitor;REMOGLIFLOZIN ETABONATE
antagonist;REMOXIPRIDE
blocker;RENACIDIN
agonist;RENZAPRIDE
agonist;REPAGLINIDE
blocker;REPAGLINIDE
inhibitor;REPAGLINIDE
allosteric modulator;REPARIXIN
modulator;REPARIXIN
antagonist;REPINOTAN
inhibitor;REPOTRECTINIB
antagonist;RESATORVID
inhibitor;RESCINNAMINE
inverse agonist;RESEQUINIL
inhibitor;RESERPINE
activator;RESINIFERATOXIN
blocker;RESINIFERATOXIN
agonist;RESIQUIMOD
antagonist;RESLIZUMAB
inhibitor;RESLIZUMAB
agonist;RESMETIROM
inhibitor;RESMINOSTAT
antagonist;RESVERATROL
inhibitor;RESVERATROL
inhibitor;RETASPIMYCIN
inhibitor;RETASPIMYCIN HYDROCHLORIDE
activator;RETEPLASE
agonist;RETINOL
antagonist;RETOSIBAN
inhibitor;REVAMILAST
antagonist;REVEFENACIN
inhibitor;REVERSIN 121
agonist;REVEXEPRIDE
inhibitor;RG-1512
inhibitor;RG-1530
antagonist;RG3487
partial agonist;RG3487
inhibitor;RG-4733
inhibitor;RG-547
blocker;RG6029
antagonist;RG-7160
inhibitor;RG-7167
antagonist;RG7185
inhibitor;RG-7256
inhibitor;RG-7304
modulator;RG7342
inhibitor;RG-7376
inhibitor;RG-7420
inhibitor;RG-7602
inhibitor;RG-7603
inhibitor;RG-7652
inhibitor;RG-7666
inhibitor;RG-7741
blocker;RG7893
inhibitor;RGB-286638
inhibitor;RHEIN
inhibitor;RHODAMINE123
inhibitor;RIBAVIRIN
antagonist,inhibitor;RIBOCICLIB
inhibitor;RIBOCICLIB
inhibitor;RIBOCICLIB SUCCINATE
ligand;RIBOFLAVIN
product of;RIBOFLAVIN
inhibitor;RICOLINOSTAT
inhibitor;RIDAFOROLIMUS
antagonist;RIDOGREL
inhibitor;RIDOGREL
agonist;RIFAMPIN
inhibitor;RIFAMPIN
agonist;RIFAXIMIN
inhibitor;RIGOSERTIB
inhibitor;RIGOSERTIB SODIUM
inhibitor;RILAPLADIB
binder;RILONACEPT
inhibitor;RILONACEPT
antibody;RILOTUMUMAB
inhibitor;RILOTUMUMAB
agonist;RILPIVIRINE
activator;RILUZOLE
blocker;RILUZOLE
inducer;RILUZOLE
inhibitor;RILUZOLE
antagonist;RIMEGEPANT
agonist;RIMEXOLONE
ligand;RIMIDUCID
antagonist;RIMONABANT
agonist;RINTATOLIMOD
agonist,stimulator;RIOCIGUAT
positive modulator;RIOCIGUAT
inhibitor;RIPRETINIB
inhibitor;RISANKIZUMAB
inhibitor;RISEDRONATE SODIUM
inhibitor;RISEDRONIC ACID
antagonist;RISLENEMDAZ
antagonist;RISPERIDONE
antagonist;RITANSERIN
inverse agonist;RITANSERIN
agonist;RITOBEGRON
agonist;RITODRINE
agonist;RITODRINE HYDROCHLORIDE
activator;RITONAVIR
inhibitor;RITONAVIR
antibody;RITUXIMAB
inhibitor;RITUXIMAB
agonist;RIVANICLINE
antagonist;RIVANICLINE
antagonist;RIVAROXABAN
inhibitor;RIVAROXABAN
inhibitor;RIVASTIGMINE
inhibitor;RIVASTIGMINE TARTRATE
agonist;RIVENPROST
inhibitor;RIVICICLIB
antagonist;RIVIPANSEL
inhibitor;RIVIPANSEL
inhibitor;RIVOCERANIB
agonist;RIVOGLITAZONE
agonist;RIZATRIPTAN
agonist;RIZATRIPTAN BENZOATE
inhibitor;RO-3201195
inhibitor;RO-4987655
antagonist;RO-5028442
inhibitor;RO-5045337
antagonist;ROBALZOTAN
antagonist;ROBATUMUMAB
antibody;ROBATUMUMAB
inhibitor;ROCAGLAMIDE
inhibitor;ROCILETINIB
antagonist;ROCIVERINE
antagonist;ROCURONIUM
antagonist;ROCURONIUM BROMIDE
inhibitor;RODATRISTAT
inhibitor;ROFECOXIB
inhibitor;ROFLUMILAST
inhibitor;ROGARATINIB
antagonist;ROLAPITANT
antagonist;ROLAPITANT HYDROCHLORIDE
inhibitor;ROLEDUMAB
inhibitor;ROLIPRAM
antagonist;ROLOFYLLINE
antagonist,inhibitor;ROMIDEPSIN
inhibitor;ROMIDEPSIN
agonist;ROMIPLOSTIM
inhibitor;ROMOSOZUMAB
allosteric modulator;RONACALERET
antagonist;RONACALERET
inhibitor;RONICICLIB
agonist;ROPINIROLE
antagonist;ROPINIROLE
agonist;ROPINIROLE HYDROCHLORIDE
blocker;ROPIVACAINE
inhibitor;ROPIVACAINE
blocker;ROPIVACAINE HYDROCHLORIDE
activator;ROSIGLITAZONE
agonist;ROSIGLITAZONE
blocker;ROSIGLITAZONE
inhibitor;ROSIGLITAZONE
agonist;ROSIGLITAZONE MALEATE
activator;ROSIPTOR
inhibitor;ROSUVASTATIN
inhibitory allosteric modulator;ROSUVASTATIN
inhibitor;ROSUVASTATIN CALCIUM
agonist;ROTIGOTINE
antagonist;ROTIGOTINE
activator;ROTTLERIN
inhibitor;ROTTLERIN
agonist;ROVAZOLAC
antagonist;ROVELIZUMAB
antibody;ROVELIZUMAB
inhibitor;ROXADUSTAT
antagonist;ROXATIDINE ACETATE
agonist;ROXINDOLE
agonist,antagonist;ROXINDOLE
antagonist;ROXINDOLE
agonist;ROXITHROMYCIN
antibody;ROZANOLIXIZUMAB
inhibitor;ROZROLIMUPAB
inhibitor;RP-6530
agonist;RPR749
antagonist;RS-102,221
inhibitor;RUBOXISTAURIN
antagonist;RUCAPARIB
inhibitor;RUCAPARIB
inhibitor;RUCAPARIB CAMSYLATE
blocker;RUFINAMIDE
inhibitor;RUFINAMIDE
modulator;RUFINAMIDE
antagonist;RUPATADINE
inhibitor;RUPLIZUMAB
inhibitor;RUXOLITINIB
inhibitor;RUXOLITINIB PHOSPHATE
inhibitor;RWJ-67657
inhibitor;RXDX-103
activator;RYANODINE
blocker,activator;RYANODINE
inhibitor;S-222611
antagonist;S-237648
vaccine;S-3304
agonist;SABCOMELINE
inhibitor;SACCHARIN
antagonist,inhibitor;SACUBITRIL
inhibitor;SACUBITRIL
agonist;SAD448
inhibitor;SAF312
antagonist;SAFINAMIDE
inhibitor;SAFINAMIDE
inhibitor;SAFINAMIDE MESYLATE
antagonist;SAFOTIBANT
antagonist;SAKURANETIN
activator;SALIRASIB
agonist;SALMETEROL
inverse agonist;SALMETEROL
agonist;SALMETEROL XINAFOATE
inhibitor;SALSALATE
inhibitor;SAMALIZUMAB
antagonist;SAMIDORPHAN
inhibitor;SAMOTOLISIB
inhibitor;SAPANISERTIB
inhibitor;SAPITINIB
antagonist;SAPRISARTAN
activator;SAPROPTERIN
cofactor;SAPROPTERIN
activator;SAPROPTERIN DIHYDROCHLORIDE
inhibitor;SAR-113945
inhibitor;SAR-125844
inhibitor;SAR-260301
inhibitor;SAR-407899
agonist;SAR425899
inhibitor;SARACATINIB
antagonist;SARALASIN ACETATE
antagonist;SAREDUTANT
agonist;SARGRAMOSTIM
antagonist;SARILUMAB
antagonist,antibody;SARILUMAB
antibody;SARILUMAB
ligand;SARIZOTAN
partial agonist;SARIZOTAN
agonist;SARIZOTAN HYDROCHLORIDE
partial agonist;SARIZOTAN HYDROCHLORIDE
antagonist;SARPOGRELATE
inverse agonist;SARPOGRELATE
antagonist;SATAVAPTAN
antagonist;SATRALIZUMAB
agonist;SAUVAGINE
inhibitor;SAVOLITINIB
inhibitor;SAXAGLIPTIN
inhibitor;SAXAGLIPTIN HYDROCHLORIDE
blocker;SAXITOXIN
inhibitor;SB-431542
inhibitor;SB590885
antagonist;SB611812
antagonist;SB-649868
antagonist;SB-705498
inhibitor;SB-743921
antagonist;SB-773812
inhibitor;SB-85635
antagonist;SC-41390
inhibitor;SC-560
inhibitor;SC-80036
antagonist;SCH-23390
blocker;SCH-23390
inhibitor;SCH-23390
agonist;SCH-486757
inhibitor;SCH-708980
inhibitor;SCH-900776
inhibitor;SCIO-323
antagonist;SCOPOLAMINE
inhibitor;SCOPOLAMINE
inhibitor;SCRIPTAID
inhibitor;SCYLLITOL
inhibitor;SD-0006
modulator;SDX-101
antagonist;SECOBARBITAL
potentiator;SECOBARBITAL
positive modulator;SECOBARBITAL SODIUM
agonist;SECRETIN
agonist;SECRETIN SYNTHETIC HUMAN
agonist;SECRETIN SYNTHETIC PORCINE
antagonist;SECUKINUMAB
inhibitor;SECUKINUMAB
agonist;SEGESTERONE ACETATE
agonist,activator;SEGESTERONE ACETATE
agonist;SEGLITIDE
inhibitor;SELEGILINE
inhibitor;SELEGILINE HYDROCHLORIDE
agonist;SELEPRESSIN
inhibitor;SELETALISIB
binder;SELETRACETAM
