gene_name;drug_name
LYN;BAFETINIB
LYN;BAFETINIB
LYN;BAFETINIB
PDGFRB;BAFETINIB
ATP6V1A;BAFILOMYCIN A1
ALDH1A1;BAICALEIN
ALOX15;BAICALEIN
APEX1;BAICALEIN
BLM;BAICALEIN
CYP1A2;BAICALEIN
CYP2C19;BAICALEIN
CYP2C9;BAICALEIN
CYP2D6;BAICALEIN
CYP3A4;BAICALEIN
EGLN1;BAICALEIN
FEN1;BAICALEIN
GPR35;BAICALEIN
HIF1AN;BAICALEIN
HPGD;BAICALEIN
HSD17B10;BAICALEIN
KDM4E;BAICALEIN
L3MBTL1;BAICALEIN
MAPT;BAICALEIN
MGAM;BAICALEIN
NR3C1;BAICALEIN
POLH;BAICALEIN
POLK;BAICALEIN
RECQL;BAICALEIN
THRB;BAICALEIN
TP53;BAICALEIN
PPARG;BALAGLITAZONE
PPARG;BALAGLITAZONE
MAP2K1;BALAMAPIMOD
MAP2K2;BALAMAPIMOD
RAF1;BALAMAPIMOD
SRC;BALAMAPIMOD
GRK1;BALANOL
GRK2;BALANOL
GRK3;BALANOL
GRK4;BALANOL
GRK6;BALANOL
GRK7;BALANOL
PRKACA;BALANOL
PRKCA;BALANOL
PRKCB;BALANOL
PRKCD;BALANOL
PRKCE;BALANOL
PRKCG;BALANOL
PRKCH;BALANOL
PRKCZ;BALANOL
CTSK;BALICATIB
CTSK;BALICATIB
PDE10A;BALIPODECT
CXCR4;BALIXAFORTIDE
AVPR1A;BALOVAPTAN
AVPR2;BALOVAPTAN
HTR2B;BALOVAPTAN
OXTR;BALOVAPTAN
ALOX5;BALSALAZIDE
ALOX5;BALSALAZIDE
PPARG;BALSALAZIDE
PPARG;BALSALAZIDE
PTGS1;BALSALAZIDE
PTGS1;BALSALAZIDE
PTGS1;BALSALAZIDE
PTGS2;BALSALAZIDE
PTGS2;BALSALAZIDE
ALOX5;BALSALAZIDE DISODIUM
PPARG;BALSALAZIDE DISODIUM
PTGS1;BALSALAZIDE DISODIUM
PTGS2;BALSALAZIDE DISODIUM
PDCD1;BALSTILIMAB
CSF3R;BALUGRASTIM
ADRB2;BAMBUTEROL
ADRB2;BAMBUTEROL
BCHE;BAMBUTEROL
LTA;BAMINERCEPT
LTA;BAMINERCEPT
LTB;BAMINERCEPT
LTB;BAMINERCEPT
LTBR;BAMINERCEPT
TNFSF14;BAMINERCEPT
TNFSF14;BAMINERCEPT
CFTR;BAMOCAFTOR
ADRB2;BAMOSIRAN
APP;BAN2401
APP;BAN2401
APP;BAN2401
NOS2;BANOXANTRONE
TOP2A;BANOXANTRONE
APP;BAPINEUZUMAB
APP;BAPINEUZUMAB
APP;BAPINEUZUMAB
AURKA;BARASERTIB
AURKA;BARASERTIB
AURKB;BARASERTIB
AURKB;BARASERTIB
AURKB;BARASERTIB
AURKB;BARASERTIB
FYN;BARASERTIB
KDR;BARASERTIB
KIT;BARASERTIB
LCK;BARASERTIB
PDGFRA;BARASERTIB
PDGFRB;BARASERTIB
RET;BARASERTIB
CHRNA4;BARBITAL
CHRNA7;BARBITAL
GABRA1;BARBITAL
GABRA1;BARBITAL
GABRA2;BARBITAL
GABRA3;BARBITAL
GABRA4;BARBITAL
GABRA5;BARBITAL
GABRA6;BARBITAL
GRIA2;BARBITAL
GRIK2;BARBITAL
CASP8;BARDOXOLONE
KEAP1;BARDOXOLONE
NFKB1;BARDOXOLONE
PPARG;BARDOXOLONE
AKT1;BARDOXOLONE METHYL
AR;BARDOXOLONE METHYL
HEBP1;BARDOXOLONE METHYL
IKBKB;BARDOXOLONE METHYL
KEAP1;BARDOXOLONE METHYL
NFE2L2;BARDOXOLONE METHYL
NFKBIA;BARDOXOLONE METHYL
PPARG;BARDOXOLONE METHYL
PPARG;BARDOXOLONE METHYL
STAT3;BARDOXOLONE METHYL
AAK1;BARICITINIB
BMP2K;BARICITINIB
GAK;BARICITINIB
JAK1;BARICITINIB
JAK1;BARICITINIB
JAK1;BARICITINIB
JAK1;BARICITINIB
JAK2;BARICITINIB
JAK2;BARICITINIB
JAK2;BARICITINIB
JAK2;BARICITINIB
JAK3;BARICITINIB
JAK3;BARICITINIB
PTK2B;BARICITINIB
PTK2B;BARICITINIB
TYK2;BARICITINIB
CACNA1C;BARNIDIPINE
OXTR;BARUSIBAN
OXTR;BARUSIBAN
IL2RA;BASILIXIMAB
IL2RA;BASILIXIMAB
IL2RA;BASILIXIMAB
IL2RA;BASILIXIMAB
IL2RA;BASILIXIMAB
IL2RA;BASILIXIMAB
IL2RB;BASILIXIMAB
IL2RB;BASILIXIMAB
IL2RG;BASILIXIMAB
GRM5;BASIMGLURANT
GRM5;BASIMGLURANT
GRM5;BASIMGLURANT
GABRA5;BASMISANIL
GABRA5;BASMISANIL
GABRA5;BASMISANIL
TUBB;BATABULIN
ADRB2;BATEFENTEROL
ADRB2;BATEFENTEROL
CHRM2;BATEFENTEROL
CHRM3;BATEFENTEROL
AR;BATILOL
ADAM28;BATIMASTAT
ADAMTS5;BATIMASTAT
CXCL2;BATIMASTAT
MMP1;BATIMASTAT
MMP12;BATIMASTAT
MMP13;BATIMASTAT
MMP16;BATIMASTAT
MMP3;BATIMASTAT
MMP8;BATIMASTAT
HRH3;BAVISANT
HRH3;BAVISANT
ADORA1;BAY1067197
PIK3CA;BAY-1082439
PIK3CB;BAY-1082439
AKT1;BAY-1125976
AKT2;BAY-1125976
TTK;BAY-1161909
TTK;BAY-1161909
ALDH1A1;BAY-11-7085
ATXN2;BAY-11-7085
CBX1;BAY-11-7085
CFLAR;BAY-11-7085
DRD1;BAY-11-7085
EHMT2;BAY-11-7085
GMNN;BAY-11-7085
HPGD;BAY-11-7085
MPHOSPH8;BAY-11-7085
NPSR1;BAY-11-7085
RGS4;BAY-11-7085
VDR;BAY-11-7085
TTK;BAY-1217389
ESR1;BAZEDOXIFENE
ESR1;BAZEDOXIFENE
ESR1;BAZEDOXIFENE
ESR1;BAZEDOXIFENE
ESR2;BAZEDOXIFENE
ESR2;BAZEDOXIFENE
ESR2;BAZEDOXIFENE
IL6R;BAZEDOXIFENE
IL6ST;BAZEDOXIFENE
ESR1;BAZEDOXIFENE ACETATE
ESR2;BAZEDOXIFENE ACETATE
PPARD;BAZEDOXIFENE ACETATE
MYD88;BAZLITORAN
AFP;BCG VACCINE
BAX;BCG VACCINE
CXCL2;BCG VACCINE
EIF2AK2;BCG VACCINE
FAS;BCG VACCINE
HLA-B;BCG VACCINE
IL15;BCG VACCINE
MAPK8;BCG VACCINE
NOS1;BCG VACCINE
PIK3CA;BCG VACCINE
SFTPA1;BCG VACCINE
TNF;BCG VACCINE
BCL2;BEAUVERICIN
GRIA1;BECAMPANEL
GRIA2;BECAMPANEL
GRIA3;BECAMPANEL
GRIA4;BECAMPANEL
A2M;BECAPLERMIN
PDGFRA;BECAPLERMIN
PDGFRA;BECAPLERMIN
PDGFRA;BECAPLERMIN
PDGFRA;BECAPLERMIN
PDGFRB;BECAPLERMIN
PDGFRB;BECAPLERMIN
PDGFRB;BECAPLERMIN
PDGFRB;BECAPLERMIN
PDGFRB;BECAPLERMIN
TOP1;BECATECARIN
TOP2A;BECATECARIN
TOP2A;BECATECARIN
TOP2A;BECATECARIN
TOP2B;BECATECARIN
TOP2B;BECATECARIN
TOP2B;BECATECARIN
ANXA1;BECLOMETHASONE
AR;BECLOMETHASONE
CYP1A2;BECLOMETHASONE
CYP2C19;BECLOMETHASONE
CYP2C9;BECLOMETHASONE
CYP2D6;BECLOMETHASONE
CYP3A4;BECLOMETHASONE
HIF1A;BECLOMETHASONE
IL2;BECLOMETHASONE
NFE2L2;BECLOMETHASONE
NR3C1;BECLOMETHASONE
NR3C1;BECLOMETHASONE
SERPINA6;BECLOMETHASONE
AR;BECLOMETHASONE DIPROPIONATE
NFE2L2;BECLOMETHASONE DIPROPIONATE
NR3C1;BECLOMETHASONE DIPROPIONATE
NR3C1;BECLOMETHASONE DIPROPIONATE
MED1;BECOCALCIDIOL
VDR;BECOCALCIDIOL
VDR;BECOCALCIDIOL
CD22;BECTUMOMAB
ADRB2;BEDORADRINE
ADRB2;BEDORADRINE SULFATE
ADRB2;BEDORADRINE SULFATE
ADRB2;BEDORADRINE SULFATE
TACR1;BEFETUPITANT
HTR1A;BEFIRADOL
MAOA;BEFLOXATONE
ADRB1;BEFUNOLOL
ADRB2;BEFUNOLOL
AD5;BEGACESTAT
APH1A;BEGACESTAT
APH1B;BEGACESTAT
NCSTN;BEGACESTAT
PSEN1;BEGACESTAT
PSEN1;BEGACESTAT
PSENEN;BEGACESTAT
DPP4;BEGELOMAB
DPP4;BEGELOMAB
DPP4;BEGELOMAB
PSMB5;BELACTOSIN A
PSMB8;BELACTOSIN A
TGFB2;BELAGENPUMATUCEL-L
LGALS3;BELAPECTIN
CD28;BELATACEPT
CD80;BELATACEPT
CD80;BELATACEPT
CD80;BELATACEPT
CD80;BELATACEPT
CD86;BELATACEPT
CD86;BELATACEPT
CD86;BELATACEPT
CD86;BELATACEPT
TNFSF13B;BELIMUMAB
TNFSF13B;BELIMUMAB
TNFSF13B;BELIMUMAB
TNFSF13B;BELIMUMAB
TNFSF13B;BELIMUMAB
TNFSF13B;BELIMUMAB
FBXW7;BELINOSTAT
HDAC1;BELINOSTAT
HDAC1;BELINOSTAT
HDAC1;BELINOSTAT
HDAC1;BELINOSTAT
HDAC1;BELINOSTAT
HDAC1;BELINOSTAT
HDAC1;BELINOSTAT
HDAC10;BELINOSTAT
HDAC10;BELINOSTAT
HDAC10;BELINOSTAT
HDAC10;BELINOSTAT
HDAC11;BELINOSTAT
HDAC11;BELINOSTAT
HDAC11;BELINOSTAT
HDAC2;BELINOSTAT
HDAC2;BELINOSTAT
HDAC2;BELINOSTAT
HDAC2;BELINOSTAT
HDAC2;BELINOSTAT
HDAC3;BELINOSTAT
HDAC3;BELINOSTAT
HDAC3;BELINOSTAT
HDAC3;BELINOSTAT
HDAC3;BELINOSTAT
HDAC4;BELINOSTAT
HDAC4;BELINOSTAT
HDAC4;BELINOSTAT
HDAC4;BELINOSTAT
HDAC4;BELINOSTAT
HDAC4;BELINOSTAT
HDAC5;BELINOSTAT
HDAC5;BELINOSTAT
HDAC5;BELINOSTAT
HDAC5;BELINOSTAT
HDAC5;BELINOSTAT
HDAC6;BELINOSTAT
HDAC6;BELINOSTAT
HDAC6;BELINOSTAT
HDAC6;BELINOSTAT
HDAC6;BELINOSTAT
HDAC7;BELINOSTAT
HDAC7;BELINOSTAT
HDAC7;BELINOSTAT
HDAC7;BELINOSTAT
HDAC7;BELINOSTAT
HDAC7;BELINOSTAT
HDAC7;BELINOSTAT
HDAC8;BELINOSTAT
HDAC8;BELINOSTAT
HDAC8;BELINOSTAT
HDAC8;BELINOSTAT
HDAC8;BELINOSTAT
HDAC9;BELINOSTAT
HDAC9;BELINOSTAT
HDAC9;BELINOSTAT
HDAC9;BELINOSTAT
HDAC9;BELINOSTAT
KMT2A;BELINOSTAT
UGT1A1;BELINOSTAT
UGT1A1;BELINOSTAT
CHRM5;BELLADONNA
CASP1;BELNACASAN
CASP1;BELNACASAN
CASP1;BELNACASAN
IL1B;BELNACASAN
METAP2;BELORANIB
METAP2;BELORANIB
METAP2;BELORANIB
AXL;BEMCENTINIB
AXL;BEMCENTINIB
KCNH2;BEMESETRON
RGS4;BEMESETRON
F10;BEMIPARIN
SERPINC1;BEMIPARIN
SERPIND1;BEMIPARIN
PDE3A;BEMORADAN
ACLY;BEMPEDOIC ACID
ACLY;BEMPEDOIC ACID
IL2RB;BEMPEGALDESLEUKIN
EHMT2;BENANSERIN HYDROCHLORIDE
ACE;BENAZEPRIL
ACE;BENAZEPRIL
ACE;BENAZEPRIL
ACE;BENAZEPRIL
ACE;BENAZEPRIL
ACE;BENAZEPRIL
ADRB2;BENAZEPRIL
AGT;BENAZEPRIL
CYP11B2;BENAZEPRIL
MTHFR;BENAZEPRIL
MTR;BENAZEPRIL
PRCP;BENAZEPRIL
ACE;BENAZEPRIL HYDROCHLORIDE
AR;BENAZEPRIL HYDROCHLORIDE
ACE;BENAZEPRILAT
ATM;BENDAMUSTINE
CD69;BENDAMUSTINE
PTGS1;BENDAZAC
PTGS2;BENDAZAC
CA1;BENDROFLUMETHIAZIDE
CA2;BENDROFLUMETHIAZIDE
CA4;BENDROFLUMETHIAZIDE
KCNMA1;BENDROFLUMETHIAZIDE
SLC12A1;BENDROFLUMETHIAZIDE
SLC12A3;BENDROFLUMETHIAZIDE
SLC12A3;BENDROFLUMETHIAZIDE
SLC12A3;BENDROFLUMETHIAZIDE
SLC12A3;BENDROFLUMETHIAZIDE
SLC12A3;BENDROFLUMETHIAZIDE
CSF3;BENEGRASTIM
AR;BENFLUOREX HYDROCHLORIDE
CYP3A4;BENFLUOREX HYDROCHLORIDE
EHMT2;BENFLUOREX HYDROCHLORIDE
AR;BENFURACARB
CACNA1B;BENIDIPINE
CACNA1C;BENIDIPINE
CACNA1C;BENIDIPINE
CACNA1G;BENIDIPINE
NFE2L2;BENODANIL
TP53;BENOMYL
AR;BENORILATE
AR;BENOXACOR
NFE2L2;BENOXACOR
KCNH2;BENOXATHIAN HYDROCHLORIDE
CYP1A2;BENOXINATE
CYP2D6;BENOXINATE
SCN10A;BENOXINATE
SCN10A;BENOXINATE
SCN10A;BENOXINATE
RAD52;BENOXINATE HYDROCHLORIDE
SCN10A;BENOXINATE HYDROCHLORIDE
SCN11A;BENOXINATE HYDROCHLORIDE
SCN1A;BENOXINATE HYDROCHLORIDE
SCN2A;BENOXINATE HYDROCHLORIDE
SCN3A;BENOXINATE HYDROCHLORIDE
SCN4A;BENOXINATE HYDROCHLORIDE
SCN5A;BENOXINATE HYDROCHLORIDE
SCN7A;BENOXINATE HYDROCHLORIDE
SCN8A;BENOXINATE HYDROCHLORIDE
SCN9A;BENOXINATE HYDROCHLORIDE
CYP2D6;BENPERIDOL
DRD2;BENPERIDOL
DRD4;BENPERIDOL
FCGR3A;BENRALIZUMAB
IL5;BENRALIZUMAB
IL5RA;BENRALIZUMAB
IL5RA;BENRALIZUMAB
IL5RA;BENRALIZUMAB
IL5RA;BENRALIZUMAB
IL5RA;BENRALIZUMAB
CBX1;BENSERAZIDE
DDC;BENSERAZIDE
DDC;BENSERAZIDE
DDC;BENSERAZIDE
EHMT2;BENSERAZIDE
RGS4;BENSERAZIDE
VDR;BENSERAZIDE
ALDH1A1;BENSERAZIDE HYDROCHLORIDE
ALPI;BENSERAZIDE HYDROCHLORIDE
ALPPL2;BENSERAZIDE HYDROCHLORIDE
APEX1;BENSERAZIDE HYDROCHLORIDE
BAZ2B;BENSERAZIDE HYDROCHLORIDE
EHMT2;BENSERAZIDE HYDROCHLORIDE
FEN1;BENSERAZIDE HYDROCHLORIDE
KDM4A;BENSERAZIDE HYDROCHLORIDE
KDM4E;BENSERAZIDE HYDROCHLORIDE
MAPT;BENSERAZIDE HYDROCHLORIDE
MPHOSPH8;BENSERAZIDE HYDROCHLORIDE
PLK1;BENSERAZIDE HYDROCHLORIDE
POLI;BENSERAZIDE HYDROCHLORIDE
SAE1;BENSERAZIDE HYDROCHLORIDE
UBA2;BENSERAZIDE HYDROCHLORIDE
VDR;BENSERAZIDE HYDROCHLORIDE
AR;BENSULIDE
PPARG;BENSULIDE
MAPK10;BENTAMAPIMOD
MAPK8;BENTAMAPIMOD
MAPK9;BENTAMAPIMOD
GABRA1;BENTAZEPAM
GABRA1;BENTAZEPAM
GABRG3;BENTAZEPAM
HPN;BENTIROMIDE
HPN;BENTIROMIDE
HPN;BENTIROMIDE
ALDH1A1;BENZALDEHYDE
MAPK1;BENZALKONIUM CHLORIDE
TP53;BENZALKONIUM CHLORIDE
PARG;BENZAMIDE
ATOX1;BENZAMIDINE
CSNK2A1;BENZAMIDINE
ECI1;BENZAMIDINE
KLK1;BENZAMIDINE
KLK6;BENZAMIDINE
PLAU;BENZAMIDINE
PRSS1;BENZAMIDINE
PRSS2;BENZAMIDINE
PRSS3;BENZAMIDINE
ST14;BENZAMIDINE
ASIC1;BENZAMIL
CYP2D6;BENZAMIL
DRD1;BENZAMIL
GAA;BENZAMIL
HIF1A;BENZAMIL
HSD17B10;BENZAMIL
PKD2L1;BENZAMIL
THPO;BENZAMIL
KCNH2;BENZAMIL HYDROCHLORIDE
DNMT1;BENZANTHRONE
KDM4A;BENZANTHRONE
CHRM1;BENZATROPINE
HRH1;BENZATROPINE
SLC6A19;BENZATROPINE
SLC6A2;BENZATROPINE
SLC6A3;BENZATROPINE
SLC6A4;BENZATROPINE
ABCC1;BENZBROMARONE
ABCC2;BENZBROMARONE
CYP1A2;BENZBROMARONE
CYP2C19;BENZBROMARONE
CYP2C9;BENZBROMARONE
CYP2C9;BENZBROMARONE
CYP2C9;BENZBROMARONE
GMNN;BENZBROMARONE
HIF1A;BENZBROMARONE
HPGD;BENZBROMARONE
HSD17B10;BENZBROMARONE
NCOR2;BENZBROMARONE
PLK1;BENZBROMARONE
POLB;BENZBROMARONE
PPARG;BENZBROMARONE
RAPGEF4;BENZBROMARONE
USP1;BENZBROMARONE
VDR;BENZBROMARONE
NQO1;BENZENE
BBOX1;BENZENE SELENOIC ACID
HSPB1;BENZENETHIOL
JUN;BENZENETHIOL
CYP2D6;BENZETHONIUM
USP1;BENZETHONIUM
APAF1;BENZETHONIUM CHLORIDE
AR;BENZETHONIUM CHLORIDE
ATXN2;BENZETHONIUM CHLORIDE
ESR1;BENZETHONIUM CHLORIDE
HTT;BENZETHONIUM CHLORIDE
IDH1;BENZETHONIUM CHLORIDE
KCNH2;BENZETHONIUM CHLORIDE
KISS1R;BENZETHONIUM CHLORIDE
NFE2L2;BENZETHONIUM CHLORIDE
NFKB1;BENZETHONIUM CHLORIDE
RAD52;BENZETHONIUM CHLORIDE
RORC;BENZETHONIUM CHLORIDE
RXRA;BENZETHONIUM CHLORIDE
TARDBP;BENZETHONIUM CHLORIDE
TP53;BENZETHONIUM CHLORIDE
USP1;BENZETHONIUM CHLORIDE
OPRD1;BENZHYDROCODONE HYDROCHLORIDE
OPRK1;BENZHYDROCODONE HYDROCHLORIDE
OPRM1;BENZHYDROCODONE HYDROCHLORIDE
RACGAP1;BENZIDINE
DYRK1A;BENZIMIDAZOLE
GMNN;BENZIODARONE
KAT2A;BENZIODARONE
USP1;BENZIODARONE
VDR;BENZIODARONE
PRL;BENZNIDAZOLE
TAT;BENZNIDAZOLE
AHR;BENZO(K)FLUORANTHENE
HSD17B10;BENZO(K)FLUORANTHENE
HSPB1;BENZO(K)FLUORANTHENE
NFE2L2;BENZO(K)FLUORANTHENE
NFKB1;BENZO(K)FLUORANTHENE
NR1H4;BENZO(K)FLUORANTHENE
NR3C1;BENZO(K)FLUORANTHENE
RXRA;BENZO(K)FLUORANTHENE
THRB;BENZO(K)FLUORANTHENE
TP53;BENZO(K)FLUORANTHENE
AHR;BENZO[B]FLUORANTHENE
HIF1A;BENZO[B]FLUORANTHENE
HSD17B10;BENZO[B]FLUORANTHENE
JUN;BENZO[B]FLUORANTHENE
NFE2L2;BENZO[B]FLUORANTHENE
THRB;BENZO[B]FLUORANTHENE
TP53;BENZO[B]FLUORANTHENE
NFE2L2;BENZO[B]TRIPHENYLENE
AHR;BENZO[DEF]CHRYSENE
GMNN;BENZO[DEF]CHRYSENE
HSD17B10;BENZO[E]PYRENE
NFE2L2;BENZO[E]PYRENE
TNF;BENZO[E]PYRENE
CYP1A2;BENZOCAINE
SCN10A;BENZOCAINE
SCN10A;BENZOCAINE
SCN10A;BENZOCAINE
CD28;BENZODEPA
CCKBR;BENZODIAZEPINE
CYP2E1;BENZODIAZEPINE
GABRA1;BENZODIAZEPINE
GABRA1;BENZODIAZEPINE
NOS1;BENZODIAZEPINE
NOS2;BENZODIAZEPINE
XDH;BENZODIAZEPINE
AR;BENZODODECINIUM CHLORIDE
ESR1;BENZODODECINIUM CHLORIDE
AHR;BENZOFURAN
AR;BENZOFURAN
NFE2L2;BENZOFURAN
HDAC6;BENZOHYDROXAMATE
DAO;BENZOIC ACID
CA1;BENZOLAMIDE
CA2;BENZOLAMIDE
SCN5A;BENZONATATE
SCN5A;BENZONATATE
SCN5A;BENZONATATE
SCN5A;BENZONATATE
ALDH1A1;BENZOPHENONE
AR;BENZOPHENONE
ESR1;BENZOPHENONE
ESR2;BENZOPHENONE
EHMT2;BENZOPHENONE-THIOSEMICARBAZONE
TARDBP;BENZOPHENONE-THIOSEMICARBAZONE
APEX1;BENZOQUINONE
APOBEC3G;BENZOQUINONE
NFE2L2;BENZOQUINONE
TDP1;BENZOQUINONE
TRPA1;BENZOQUINONE
ALDH1A1;BENZOTHIAZYL DISULFIDE
HPGD;BENZOTHIAZYL DISULFIDE
HSD17B10;BENZOTHIAZYL DISULFIDE
NFE2L2;BENZOTHIAZYL DISULFIDE
ARSA;BENZOXATHIAN
DRD1;BENZOXATHIAN
KDM4A;BENZOXAZOLINONE
AR;BENZOXIQUINE
HAO1;BENZOYL FORMIC ACID
ADRA1A;BENZPHETAMINE
ADRA1A;BENZPHETAMINE
ADRA1A;BENZPHETAMINE
ADRA2A;BENZPHETAMINE
ADRA2A;BENZPHETAMINE
ADRA2A;BENZPHETAMINE
CYP3A4;BENZPHETAMINE
SLC18A2;BENZPHETAMINE
SLC6A3;BENZPHETAMINE
NAT1;BENZPHETAMINE HYDROCHLORIDE
SLC18A2;BENZPHETAMINE HYDROCHLORIDE
CYP3A4;BENZPIPERYLON
GLP1R;BENZPIPERYLON
ABCB4;BENZQUINAMIDE
CHRM1;BENZQUINAMIDE
CHRM1;BENZQUINAMIDE
CHRM1;BENZQUINAMIDE
CHRM2;BENZQUINAMIDE
CHRM2;BENZQUINAMIDE
CHRM2;BENZQUINAMIDE
CHRM3;BENZQUINAMIDE
CHRM3;BENZQUINAMIDE
CHRM3;BENZQUINAMIDE
CHRM4;BENZQUINAMIDE
CHRM4;BENZQUINAMIDE
CHRM4;BENZQUINAMIDE
CHRM5;BENZQUINAMIDE
CHRM5;BENZQUINAMIDE
CHRM5;BENZQUINAMIDE
DRD2;BENZQUINAMIDE
HRH1;BENZQUINAMIDE
HRH1;BENZQUINAMIDE
HRH1;BENZQUINAMIDE
PTGS2;BENZQUINAMIDE
DRD2;BENZQUINAMIDE HYDROCHLORIDE
BAZ2B;BENZTHIAZIDE
CA1;BENZTHIAZIDE
CA1;BENZTHIAZIDE
CA12;BENZTHIAZIDE
CA2;BENZTHIAZIDE
CA2;BENZTHIAZIDE
CA4;BENZTHIAZIDE
CA9;BENZTHIAZIDE
CYP3A4;BENZTHIAZIDE
SLC12A3;BENZTHIAZIDE
SLC12A3;BENZTHIAZIDE
SLC12A3;BENZTHIAZIDE
SLC12A3;BENZTHIAZIDE
CHRM1;BENZTROPINE
CHRM1;BENZTROPINE
CHRM1;BENZTROPINE
COMT;BENZTROPINE
SLC6A3;BENZTROPINE
SLC6A3;BENZTROPINE
CHRM1;BENZTROPINE MESYLATE
KCNH2;BENZTROPINE MESYLATE
CYP1A2;BENZYDAMINE
CYP2D6;BENZYDAMINE
TTR;BENZYL CAFFEATE
ALDH1A1;BENZYL ISOTHIOCYANATE
CYP3A4;BENZYL ISOTHIOCYANATE
NFE2L2;BENZYL ISOTHIOCYANATE
TRPA1;BENZYL ISOTHIOCYANATE
TRPV1;BENZYL ISOTHIOCYANATE
VDR;BENZYL ISOTHIOCYANATE
EHMT2;BENZYL NICOTINATE
KCNH2;BENZYL SALICYLATE
TDP1;BENZYL SALICYLATE
ALDH1A1;BENZYLACETONE
PRSS1;BENZYLAMINE
PRSS2;BENZYLAMINE
MGMT;BENZYLCYSTEINE
SLC1A5;BENZYLCYSTEINE
QPCT;BENZYLIMIDAZOLE
SLC15A1;BENZYLPENICILLIN
SLC15A2;BENZYLPENICILLIN
SLC22A8;BENZYLPENICILLIN
SLC22A8;BENZYLPENICILLIN
FCER1A;BENZYLPENICILLOYL POLYLYSINE
FCER1G;BENZYLPENICILLOYL POLYLYSINE
PTAFR;BEPAFANT
HRH1;BEPOTASTINE
HRH1;BEPOTASTINE
HRH1;BEPOTASTINE
HRH1;BEPOTASTINE
HRH1;BEPOTASTINE BESYLATE
ABCB1;BEPRIDIL
ATP1A1;BEPRIDIL
ATP1A1;BEPRIDIL
ATP1A1;BEPRIDIL
CACNA1A;BEPRIDIL
CACNA1A;BEPRIDIL
CACNA1A;BEPRIDIL
CACNA1H;BEPRIDIL
CACNA2D2;BEPRIDIL
CALM1;BEPRIDIL
CALM1;BEPRIDIL
CYP2D6;BEPRIDIL
EHMT2;BEPRIDIL
IDH1;BEPRIDIL
KCNH2;BEPRIDIL
KCNQ1;BEPRIDIL
KCNQ1;BEPRIDIL
KCNQ1;BEPRIDIL
KCNQ4;BEPRIDIL
PDE1A;BEPRIDIL
PDE1B;BEPRIDIL
SCN5A;BEPRIDIL
SCN5A;BEPRIDIL
TNNC1;BEPRIDIL
TNNC1;BEPRIDIL
TNNC1;BEPRIDIL
CACNA1A;BEPRIDIL HYDROCHLORIDE
CACNA1B;BEPRIDIL HYDROCHLORIDE
CACNA1C;BEPRIDIL HYDROCHLORIDE
CACNA1D;BEPRIDIL HYDROCHLORIDE
CACNA1E;BEPRIDIL HYDROCHLORIDE
CACNA1F;BEPRIDIL HYDROCHLORIDE
CACNA1G;BEPRIDIL HYDROCHLORIDE
CACNA1H;BEPRIDIL HYDROCHLORIDE
CACNA1I;BEPRIDIL HYDROCHLORIDE
CACNA1S;BEPRIDIL HYDROCHLORIDE
CACNA2D1;BEPRIDIL HYDROCHLORIDE
CACNA2D2;BEPRIDIL HYDROCHLORIDE
CACNA2D3;BEPRIDIL HYDROCHLORIDE
CACNA2D4;BEPRIDIL HYDROCHLORIDE
CACNB1;BEPRIDIL HYDROCHLORIDE
CACNB2;BEPRIDIL HYDROCHLORIDE
CACNB3;BEPRIDIL HYDROCHLORIDE
CACNB4;BEPRIDIL HYDROCHLORIDE
CACNG1;BEPRIDIL HYDROCHLORIDE
CACNG2;BEPRIDIL HYDROCHLORIDE
CACNG3;BEPRIDIL HYDROCHLORIDE
CACNG4;BEPRIDIL HYDROCHLORIDE
CACNG5;BEPRIDIL HYDROCHLORIDE
CACNG6;BEPRIDIL HYDROCHLORIDE
CACNG7;BEPRIDIL HYDROCHLORIDE
PTGER3;BERAPROST
PTGER4;BERAPROST
PTGIR;BERAPROST
PTGIR;BERAPROST
PTGIR;BERAPROST
CYP3A4;BERBAMINE
HSD17B10;BERBAMINE
BIRC5;BERBERINE
CYP1A2;BERBERINE
CYP2D6;BERBERINE
SLC6A4;BERBERINE
TERT;BERBERINE
ABCC8;BERBERINE CHLORIDE
AR;BERBERINE CHLORIDE
CYP3A4;BERBERINE CHLORIDE
KCNJ11;BERBERINE CHLORIDE
MAPT;BERBERINE CHLORIDE
NFE2L2;BERBERINE CHLORIDE
RAD52;BERBERINE CHLORIDE
SENP8;BERBERINE CHLORIDE
ABCC8;BERBERRUBINE
KCNJ11;BERBERRUBINE
RAPGEF4;BERBERRUBINE
WRN;BERBERRUBINE
BACE1;BERGAMOTTIN
CYP2C19;BERGAMOTTIN
CYP2C9;BERGAMOTTIN
CYP2D6;BERGAMOTTIN
CYP3A4;BERGAMOTTIN
TSHR;BERGAMOTTIN
ALDH1A1;BERGAPTEN
CYP2C19;BERGAPTEN
CYP2C9;BERGAPTEN
CYP2D6;BERGAPTEN
CYP3A4;BERGAPTEN
CYP3A4;BERGAPTOL
GMNN;BERGAPTOL
HPGD;BERGAPTOL
CASP1;BERKELEYACETAL A
MMP3;BERKELEYACETAL A
CASP1;BERKELEYACETAL B
MMP3;BERKELEYACETAL B
CASP1;BERKELEYACETAL C
MMP3;BERKELEYACETAL C
CASP1;BERKELEYAMIDE B
MMP3;BERKELEYAMIDE B
